assessment cdm type,Type,map category,csv key,Korean_Context,English_Context,semantic_allowed,Format/Range,0,1,2,3,4,5,6,7,8,9,10,11
SubQ,B,basic_questionnaire,Nap_Satisfaction,낮잠을 자고 나면 상쾌합니까?,,1,0-1,No,Yes,,,,,,,,,,
SubQ,B,basic_questionnaire,N_Sleepattack,"잠이 들면 안 되는 상황에서 깨려고 노력하였으나, 나도 모르게 잠에 빠져 든 적이 있습니까?",,1,0-1,No,Yes,,,,,,,,,,
SubQ,B,basic_questionnaire,N_Cataplexy,재미있는 이야기를 듣고 웃거나 화가 나는 경우와 같이 감정의 변화가 있을 때 몸이 실제로 힘이 빠져 물건을 놓치거나 무릎이 꺾이거나 넘어지거나 잠깐 동안 턱을 못 움직여 말을 못하거나 하신 적이 있습니까?,,1,0-1,No,Yes,,,,,,,,,,
SubQ,B,basic_questionnaire,N_Hallucination,잠들 무렵 또는 깰 무렵 환각이나 꿈 같은 이미지를 본 적이 있습니까?,,1,0-1,No,Yes,,,,,,,,,,
SubQ,B,basic_questionnaire,N_Paralysis,자다가 온몸이 마비되는 듯한 느낌 (가위 눌림)을 받은 적이 있습니까?,,1,0-1,No,Yes,,,,,,,,,,
SubQ,A,sss,SSS,Stanford Sleepiness Scale... 당신의 현재 느낌과 가장 가까운 번호 한가지에만 체크/동그라미를 하십시오.,Stanford sleepiness scale. ...Check the number which best describes the way you are feeling now.,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
CoreQ,A,ess,ESS_01_book,ESS - 어느 정도나 졸음을 느끼십니까? 앉아서 책을 읽을 때,chance of dozing when sitting and reading',0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_02_tv,ESS - 어느 정도나 졸음을 느끼십니까? 텔레비전을 볼 때,chance of dozing when Watching TV',0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_03_sitting,ESS - 어느 정도나 졸음을 느끼십니까? 극장이나 회의석상과 같은 공공장소에서 가만히 앉아 있을 때,"chance of dozing when Sitting, inactive in a public place (e.g. a theatre or meeting)'",0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_04_transport,ESS - 어느 정도나 졸음을 느끼십니까? 1시간 정도 계속 버스나 택시를 타고 있을 때,chance of dozing when As a passenger in a car for an hour without a break',0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_05_rest,ESS - 어느 정도나 졸음을 느끼십니까? 오후 휴식시간에 편안히 누워 있을 때,chance of dozing when Lying down to rest in the afternoon when circumstances permit',0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_06_talk,ESS - 어느 정도나 졸음을 느끼십니까? 앉아서 누군가에게 말을 하고 있을 때,chance of dozing when Sitting and talking to someone',0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_07_meal,ESS - 어느 정도나 졸음을 느끼십니까? 점심식사 후 조용히 앉아 있을 때,chance of dozing when Sitting quietly after a lunch without alcohol',0,0-3,Never,Rare,Often,Frequent,,,,,,,,
CoreQ,A,ess,ESS_08_driving,ESS - 어느 정도나 졸음을 느끼십니까? 차를 운전하고 가다가 교통체증으로 몇 분간 멈추어 서 있을 때,"chance of dozing when In a car, while stopped for a few minutes in the traffic'",0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,fss,FSS_01,FSS - 내가 피로해지면 나는 의욕이 낮아진다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_02,FSS - 운동을 하면 피로해진다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_03,FSS - 나는 쉽게 피곤해진다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_04,FSS - 피로로 인해 신체적 활동이 방해를 받는다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_05,FSS - 피로로 인해 빈번하게 문제가 발생한다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_06,FSS - 피로로 인해 신체적 활동을 지속할 수 없다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_07,FSS - 피로하면 의무와 책임을 다하지 못하게 된다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_08,FSS - 피로는 나에게 가장 지장을 초래하는 세가지 증상 중의 하나이다.,,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
SubQ,A,fss,FSS_09,"FSS - 피로로 인해 일, 가족 혹은 사회생활이 방해를 받는다.",,0,1-7,-,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,,,,
CoreQ,A,berlin,BQ_01,Berlin - 최근에 몸무게가 변하였습니까?',,0,1-3,-,Increase,Decrease,Same,,,,,,,,
CoreQ,A,berlin,BQ_02,Berlin - 코를 곱니까?',Berlin - Do you snore?',0,1-3,-,Yes,No,N/C,,,,,,,,
CoreQ,A,berlin,BQ_03,Berlin - 코골이가 얼마나 심합니까?,Berlin - Your snoring is:',0,1-4,-,Low,Moderate,Loud,Very Loud,,,,,,,
CoreQ,A,berlin,BQ_04,Berlin - 얼마나 자주 코를 곱니까?,Berlin - How often do you snore',0,1-5,-,1. Nearly every day,2. 3-4 times a week,3. 1-2 times a week,4. 1-2 times a month,5. never or nearly never,,,,,,
CoreQ,A,berlin,BQ_05,Berlin - 당신의 코골이가 다른 사람을 괴롭게 합니까?,Berlin - Has your snoring ever bothered other people?',0,1-2,-,Yes,No,,,,,,,,,
CoreQ,A,berlin,BQ_06,Berlin - 수면 중 숨을 멈추는 것이 얼마나 자주 다른 사람에게 목격됩니까?,Berlin - Has anyone noticed that you quit breathing during your sleep?',0,1-5,-,1. Nearly every day,2. 3-4 times a week,3. 1-2 times a week,4. 1-2 times a month,5. never or nearly never,,,,,,
CoreQ,A,berlin,BQ_07,Berlin - 아침에 잠에서 깨면 피로합니까?,Berlin - How often do you feel tired or fatigued after your sleep?',0,1-5,-,1. Nearly every day,2. 3-4 times a week,3. 1-2 times a week,4. 1-2 times a month,5. never or nearly never,,,,,,
CoreQ,A,berlin,BQ_08,Berlin - 낮에 깨어있을 때 피로합니까?,"Berlin - During your waking time, do you feel tired, or not up to par?'",0,1-5,-,1. Nearly every day,2. 3-4 times a week,3. 1-2 times a week,4. 1-2 times a month,5. never or nearly never,,,,,,
CoreQ,A,berlin,BQ_09,Berlin - 시내에서 차를 운전할 때 졸음에 빠진 적이 있습니까?,Berlin - Have you ever nodded off or fallen asleep while driving a vehicle?',0,1-2,-,Yes,No,,,,,,,,,
CoreQ,A,berlin,BQ_10,Berlin - 고혈압이 있습니까?,Berlin - Do you have high blood pressure?',0,1-2,-,Yes,No,,,,,,,,,
CoreQ,A,isi,ISI_01_a,불면증 자가진단 질문지 - 잠들기 어렵다.,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
CoreQ,A,isi,ISI_01_b,불면증 자가진단 질문지 - 잠을 유지하기 어렵다.,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
CoreQ,A,isi,ISI_01_c,불면증 자가진단 질문지 - 쉽게 깬다.,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
CoreQ,A,isi,ISI_02,불면증 자가진단 질문지 - 현재 수면 양상에 관하여 얼마나 만족하고 있습니까?,,0,0-4,Very satisfied,Satisfied,Moderate,Dissatisfied,Very dissatisfied,,,,,,,
CoreQ,A,isi,ISI_03,불면증 자가진단 질문지 - 수면장애가 당신의 낮 활동을 어느 정도 방해한다고 생각합니까?,,0,0-4,Not at all,A little,Somewhat,Much,Very much,,,,,,,
CoreQ,A,isi,ISI_04,불면증 자가진단 질문지 - 불면증으로 인해 당신에게 ... 당신의 주변 사람들은 어떻게 생각합니까?,,0,0-4,Not at all,A little,Somewhat,Much,Very much,,,,,,,
CoreQ,A,isi,ISI_05,불면증 자가진단 질문지 - 당신은 현재 불면증에 관하여 얼마나 걱정하고 있습니까?,,0,0-4,Not at all,A little,Somewhat,Much,Very much,,,,,,,
SubQ,A,rls,RLS_01_urge,RLS - 다리에 불편하거나 좋지 않은 감각으로 인해 다리를 자꾸 움직이고 싶습니까?',Do you have an urge to move the legs is usually accompanied or caused by uncomfortable and unpleasant sensations in the legs?',0,0-1,No,Yes,,,,,,,,,,
SubQ,A,rls,RLS_02_rest,"RLS - 다리를 움직이고 싶은 충동이나 좋지 않은 감각이 쉬거나, 앉아있거나, 누워있을 때처럼 주로 움직이지 않을 때 시작되거나 악화되나요?'",These feelings are usually worsen during periods of rest or inactivity such as lying or sitting?',0,0-1,No,Yes,,,,,,,,,,
SubQ,A,rls,RLS_03_move,RLS - 다리를 움직이고 싶은 충동이나 좋지 않은 감각은 걷거나 움직임에 따라 완화되나요?',These feelings are usually relieved by movement such as walking or stretching?',0,0-1,No,Yes,,,,,,,,,,
SubQ,A,rls,RLS_04_night,"RLS - 다리를 움직이고 싶은 충동이나 좋지 않은 감각이 낮보다 저녁이나 밤에 더 나빠지거나, 저녁이나 밤에 발생하나요?",,0,0-1,No,Yes,,,,,,,,,,
SubQ,A,rls,RLS_05_frequency,RLS - 얼마나 자주 발생하나요?,,0,0-6,Never,Less than once a year,Once a year or month,2-4 times a month,2-3 times a week,4-5 times a week,6-7 times a week,,,,,
SubQ,A,rls,RLS_06_family,RLS - 가족 중에 이런 증세를 가진 분이 계신가요?,,0,0-1,No,Yes,,,,,,,,,,
SubQ,A,rls,RLS_07_observed,RLS - 수면 중 발목을 움직인다거나 다리를 주기적으로 움직인다는 소리를 들어본 적이 있나요?,,0,0-1,No,Yes,,,,,,,,,,
SubQ,A,rls,IRLS_01,RLS - 다리나 팔에 하지불안증후군으로 인한 불편이 어느 정도인가요?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,A,rls,IRLS_02,RLS - 하지불안증후군 증상 때문에 움직이고(돌아다니고) 싶은 정도는?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,A,rls,IRLS_03,RLS - 움직이게 (돌아다니게) 되면 하지불안증후군 증상이 나아지나요?,,0,0-4,No RLS symptoms to be relieved,Either complete or almost complete relief,Moderate relief,Mild relief,No relief,,,,,,,
SubQ,A,rls,IRLS_04,RLS - 하지불안증후군 증상 때문에 수면장애가 얼마나 심한가요?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,A,rls,IRLS_05,RLS - 하지불안증후군으로 인한 주간 피로감이나 졸림이 어느 정도인가요?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,A,rls,IRLS_06,RLS - 전체적으로 볼 때 하지불안 증후군 증상의 심한 정도는?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,A,rls,IRLS_07,RLS - 얼마나 자주 하지불안증후군 증상이 발생하나요?,,0,0-4,Never,Occasionally (1 day in 1 week),Sometimes (2 to 3 days in 1 week),Often (4 to 5 days in 1 week),Very often (6 to 7 days in 1 week),,,,,,,
SubQ,A,rls,IRLS_08,RLS - 하지불안증후군 증상이 있을 때 평균 하루 어느 정도의 증상이 있나요?,,0,0-4,Not at all,Mild (less than 1 hour per 24 hour),Moderate (1 to 3 hours per 24 hour),Severe (3 to 8 hours per 24 hour),Very severe (8 hours or more per 24 hour),,,,,,,
SubQ,A,rls,IRLS_09,RLS - 하지불안증후군 때문에 일상생활에 얼마나 지장을 주나요?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,A,rls,IRLS_10,RLS - 하지불안증후군 증상으로 인한 기분장애가 얼마나 심한가요?,,0,0-4,Not at all,Mild,Moderate,Severe,Very severe,,,,,,,
SubQ,B,rbd,RBD_FreqDream,RBDSQ - 수면 중 이상행동 - 꿈을 많이 꾸십니까?,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBD_Observed,RBDSQ - 수면 중 이상행동 - 당신이 수면 중 소리를 지르거나 ... 고약한 잠버릇을 보인다고 들어본 적이 있습니까?,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_01,RBDSQ - 나는 가끔 생생한 꿈을 꾼다,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_02,RBDSQ - 공격적인 내용이나 액션 영화 같은 꿈을 자주 꾼다,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_03,RBDSQ - 내가 밤에 자면서 하는 행동은 대부분 꿈꾼 내용과 일치한다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_04,RBDSQ - 나는 잘 때 내가 팔이나 다리를 움직인다는 것을 알고 있다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_05,RBDSQ - 팔이나 다리의 움직임 때문에 자다가 본인이나 옆에서 자는 사람이 다칠 뻔하거나 실제로 다친 일이 있다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_06_01,"RBDSQ - 꿈꾸는 동안에... 크게 말하거나, 소리를 지르거나, 땀을 심하게 흘리거나, 크게 웃는다.",,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_06_02,RBDSQ - 꿈꾸는 동안에... 갑자기 싸우는 듯 팔이나 다리를 움직인다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_06_03,RBDSQ - 꿈꾸는 동안에... 수면 중에는 필요치 않은 몸짓이나 움직임을 보인다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_06_04,RBDSQ - 꿈꾸는 동안에... 침대 주변의 물건이 떨어진다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_07,RBDSQ - 자다가 움직이는 바람에 스스로 깨기도 한다.,,0,0-1,No,Yes,,,,하지불안증후군,,,,,,
SubQ,B,rbd,RBDSQ_08,"RBDSQ - 자다가 깨면, 나는 대게 꿈의 내용을 잘 기억한다.",,0,0-1,No,Yes,,,,우울증 뇌전증,,,,,,
SubQ,B,rbd,RBDSQ_09,RBDSQ - 자다가 잘 깬다.,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_10,RBDSQ - 신경계 질환이 있다,,0,0-1,No,Yes,,,,,,,,,,
SubQ,B,rbd,RBDSQ_10_Y,RBDSQ - 신경계 질환이 있다. (체크된 항목들),,0,1-8,-,Stroke,Head Trauma,Parkinsons,RLS,Narcolepsy,Depression,Epilepsy,CNS inflammation,,,
SubQ,A,phq,PHQ_01,PHQ - 기분이 가라않거나 우울하거나 희망이 없다고 느꼈다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_02,PHQ - 평소 하던 일에 대한 흥미가 없어지거나 즐거움을 느끼지 못했다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_03,PHQ - 잠들기가 어렵거나 자주 깼다 혹은 너무 많이 잤다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_04,PHQ - 평소보다 식욕이 줄었다 혹은 평소보다 많이 먹었다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_05,PHQ - 다른 사람들이 눈치 챌 정도로 평소보다 말과 행동이 느려졌다 혹은 안절부절 못해서 가만히 앉아있을 수 없었다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_06,PHQ - 피곤하고 기운이 없었다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_07,PHQ - 내가 잘못했거나 실패했다는 생각이 들었다 혹은 자신과 가족을 실망시켰다고 생각했다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_08,PHQ - 신문을 일거나 .. 일상적인 일에도 집중할 수가 없었다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,phq,PHQ_09,PHQ - 차라리 죽는 것이 더 낫겠다고 생각했다 혹은 자해할 생각을 했다.,,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,bdi,BDI_01,"Beck depression inventory - ""나는 슬픔을 느끼지 않는다.''로 시작",Beck depression inventory - starting as 0. I do not feel sad.,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
SubQ,A,bdi,BDI_02,"Beck depression inventory - ''나는 앞 날에 대해서 특별히 낙담하지 않는다.""로 시작",Beck depression inventory - starting as 0. I am not particularly discouraged about the future.,0,0-3,Never,Discouraged,Nothing to look forward,Hopeless,,,,,,,,
SubQ,A,bdi,BDI_03,"Beck depression inventory - ''나는 실패감 같은 것을 느끼지 않는다.""로 시작",Beck depression inventory - starting as 0. I do not feel like a failure.,0,0-3,Never,Failed,A lot of failures,complete failure,,,,,,,,
SubQ,A,bdi,BDI_04,"Beck depression inventory - ''나는 전과 다름없이 일상생활에서 만족을 하고 있다.""로 시작",Beck depression inventory - starting as 0. I get as much satisfaction out of things as I use to.,0,0-3,Satisfaction,Uninteresting,Boring,Dissatisfaction,,,,,,,,
SubQ,A,bdi,BDI_05,"Beck depression inventory - ''나는 특별히 죄의식을 느끼지 않는다.""로 시작",Beck depression inventory - starting as 0. I don't feel particularly guilty.,0,0-3,Never,Guilty (part of the time),Guilty (most of the time),Guilty (all of the time),,,,,,,,
SubQ,A,bdi,BDI_06,"Beck depression inventory - ''나는 내가 벌을 받고 있다고 느끼지 않는다.""로 시작",Beck depression inventory - starting as 0. I don't feel I am being punished.,0,0-3,Never,I feel I may be punished,I expect to be punished,I feel I am being punished,,,,,,,,
SubQ,A,bdi,BDI_07,"Beck depression inventory - ''나는 나 자신에 대하여 실망하지 않는다.""로 시작",Beck depression inventory - starting as 0. I don't feel disappointed in myself.,0,0-3,Not disappointed,Disappointed,Disgusted,Hate,,,,,,,,
SubQ,A,bdi,BDI_08,"Beck depression inventory - ''나는 내가 다른 사람보다 못하다고 생각하지 않는다.""로 시작",Beck depression inventory - starting as 0. I do not feel I am any worse than anybody else.,0,0-3,Never,Critical,More critical,Severe critical,,,,,,,,
SubQ,A,bdi,BDI_09,"Beck depression inventory - ''나는 자살할 생각 같은 것은 하지 않는다.""로 시작",Beck depression inventory - starting as 0. I don't have any thoughts of killing myself.,0,0-3,Never,Rare,Often,Frequent,,,,,,,,
